sample_index,timestamp_since_poweron_ms,real_time_clock,temperature,pressure,humidity,gas_resistance,heater_profile_step_index,gas_valid,heater_stable,error_code
72,215467,0,30.308,976.469,36.023,75493.953,2,1,1,0
73,218457,0,30.301,976.476,36.051,75694.852,3,1,1,0
74,221447,0,30.293,976.470,36.056,75762.062,4,1,1,0
75,224437,0,30.293,976.492,36.085,75964.391,5,1,1,0
76,227427,0,30.286,976.471,36.095,75829.383,6,1,1,0
77,230417,0,30.278,976.473,36.112,76099.883,7,1,1,0
78,233407,0,30.276,976.476,36.129,76509.266,8,1,1,0
79,236397,0,30.271,976.467,36.140,76715.609,9,1,1,0
80,239387,0,30.263,976.454,36.156,76372.312,0,1,1,0
81,242377,0,30.253,976.446,36.189,76992.484,1,1,1,0
82,245367,0,30.250,976.453,36.206,77062.008,2,1,1,0
83,248357,0,30.248,976.448,36.229,76853.797,3,1,1,0
84,251347,0,30.240,976.435,36.240,77271.352,4,1,1,0
85,254337,0,30.243,976.472,36.269,77131.664,5,1,1,0
86,257327,0,30.230,976.436,36.285,77341.391,6,1,1,0
87,260317,0,30.223,976.444,36.290,77411.555,7,1,1,0
88,263307,0,30.220,976.450,36.318,77411.555,8,1,1,0
89,266297,0,30.220,976.453,36.341,77622.805,9,1,1,0
90,269287,0,30.213,976.440,36.357,77764.273,0,1,1,0
91,272277,0,30.208,976.468,36.357,77693.477,1,1,1,0
92,275267,0,30.205,976.450,36.397,77693.477,2,1,1,0
93,278257,0,30.205,976.463,36.403,77411.555,3,1,1,0
94,281247,0,30.195,976.452,36.430,77977.461,4,1,1,0
95,284237,0,30.198,976.446,36.448,77977.461,5,1,1,0
96,287227,0,30.198,976.471,36.459,78335.375,6,1,1,0
97,290217,0,30.193,976.450,36.459,78335.375,7,1,1,0
98,293207,0,30.188,976.449,36.498,78987.969,8,1,1,0
99,296197,0,30.188,976.446,36.510,77977.461,9,1,1,0
100,299187,0,30.190,976.440,36.522,78479.461,0,1,1,0
101,302177,0,30.188,976.446,36.533,78914.922,1,1,1,0
102,305167,0,30.180,976.431,36.544,78624.078,2,1,1,0
103,308157,0,30.185,976.429,36.550,79281.508,3,1,1,0
104,311147,0,30.183,976.424,36.567,78842.008,4,1,1,0
105,314137,0,30.183,976.433,36.555,79061.148,5,1,1,0
106,317127,0,30.185,976.442,36.590,78842.008,6,1,1,0
107,320117,0,30.178,976.431,36.572,79134.469,7,1,1,0
108,323107,0,30.178,976.420,36.589,79355.242,8,1,1,0
109,326097,0,30.173,976.403,36.612,79429.102,9,1,1,0
110,329087,0,30.173,976.402,36.617,79207.922,0,1,1,0
111,332077,0,30.180,976.404,36.601,79355.242,1,1,1,0
112,335067,0,30.175,976.393,36.647,79577.242,2,1,1,0
113,338057,0,30.175,976.395,36.641,79503.109,3,1,1,0
114,341047,0,30.180,976.415,36.653,79429.102,4,1,1,0
115,344037,0,30.188,976.403,36.671,79577.242,5,1,1,0
116,347027,0,30.183,976.400,36.682,80025.008,6,1,1,0
117,350017,0,30.193,976.405,36.694,79577.242,7,1,1,0
118,353007,0,30.190,976.381,36.683,79800.500,8,1,1,0
119,355997,0,30.185,976.400,36.699,80175.383,9,1,1,0
120,358987,0,30.190,976.385,36.706,80025.008,0,1,1,0
121,361977,0,30.193,976.390,36.729,80025.008,1,1,1,0
122,364967,0,30.193,976.399,36.723,80250.781,2,1,1,0
123,367957,0,30.190,976.376,36.740,80250.781,3,1,1,0
124,370947,0,30.200,976.376,36.747,80706.180,4,1,1,0
125,373937,0,30.200,976.385,36.747,81012.656,5,1,1,0
126,376927,0,30.203,976.378,36.730,80326.328,6,1,1,0
127,379917,0,30.210,976.363,36.765,80935.820,7,1,1,0
128,382907,0,30.205,976.370,36.736,80629.922,8,1,1,0
129,385897,0,30.203,976.355,36.753,80782.578,9,1,1,0
130,388887,0,30.210,976.357,36.759,80553.805,0,1,1,0
131,391877,0,30.220,976.367,36.778,80782.578,1,1,1,0
132,394867,0,30.223,976.374,36.778,80402.008,2,1,1,0
133,397857,0,30.228,976.366,36.784,80553.805,3,1,1,0
134,400847,0,30.225,976.364,36.778,81244.047,4,1,1,0
135,403837,0,30.233,976.357,36.779,80706.180,5,1,1,0
136,406827,0,30.233,976.353,36.785,80935.820,6,1,1,0
137,409817,0,30.240,976.354,36.774,80935.820,7,1,1,0
138,412807,0,30.235,976.335,36.779,80859.125,8,1,1,0
139,415797,0,30.243,976.354,36.786,81166.773,9,1,1,0
140,418787,0,30.245,976.350,36.780,81321.477,0,1,1,0
141,421777,0,30.248,976.349,36.775,81399.047,1,1,1,0
142,424767,0,30.261,976.348,36.794,81012.656,2,1,1,0
143,427757,0,30.261,976.355,36.794,81632.656,3,1,1,0
144,430747,0,30.263,976.341,36.805,81244.047,4,1,1,0
145,433737,0,30.263,976.339,36.817,81244.047,5,1,1,0
146,436727,0,30.263,976.334,36.811,81244.047,6,1,1,0
147,439717,0,30.271,976.354,36.812,81399.047,7,1,1,0
148,442707,0,30.278,976.358,36.813,81399.047,8,1,1,0
149,445697,0,30.281,976.360,36.819,82341.586,9,1,1,0
150,448687,0,30.288,976.348,36.819,82103.914,0,1,1,0
151,451677,0,30.286,976.339,36.808,81554.633,1,1,1,0
152,454667,0,30.291,976.341,36.802,81710.820,2,1,1,0
153,457657,0,30.296,976.336,36.791,82182.984,3,1,1,0
154,460647,0,30.296,976.343,36.814,81632.656,4,1,1,0
155,463637,0,30.308,976.360,36.810,81867.602,5,1,1,0
156,466627,0,30.301,976.341,36.821,82341.586,6,1,1,0
157,469617,0,30.306,976.343,36.781,82341.586,7,1,1,0
158,472607,0,30.313,976.344,36.793,82421.117,8,1,1,0
159,475597,0,30.313,976.346,36.793,82024.992,9,1,1,0
160,478587,0,30.313,976.333,36.793,82421.117,0,1,1,0
161,481577,0,30.321,976.348,36.800,82182.984,1,1,1,0
162,484567,0,30.328,976.345,36.789,82182.984,2,1,1,0
163,487557,0,30.333,976.342,36.801,82182.984,3,1,1,0
164,490547,0,30.333,976.343,36.801,82024.992,4,1,1,0
165,493537,0,30.344,976.346,36.791,82421.117,5,1,1,0
166,496527,0,30.344,976.340,36.785,82660.641,6,1,1,0
167,499517,0,30.344,976.348,36.796,82580.648,7,1,1,0
168,502507,0,30.351,976.348,36.809,82500.805,8,1,1,0
169,505497,0,30.356,976.363,36.804,82500.805,9,1,1,0
170,508487,0,30.356,976.348,36.798,82341.586,0,1,1,0
171,511477,0,30.364,976.338,36.804,81867.602,1,1,1,0
172,514467,0,30.364,976.343,36.799,82982.172,2,1,1,0
173,517457,0,30.369,976.346,36.805,82982.172,3,1,1,0
174,520447,0,30.374,976.333,36.805,82421.117,4,1,1,0
175,523437,0,30.376,976.339,36.823,82982.172,5,1,1,0
176,526427,0,30.386,976.345,36.801,83143.875,6,1,1,0
177,529417,0,30.391,976.345,36.819,82982.172,7,1,1,0
178,532407,0,30.386,976.350,36.789,82901.555,8,1,1,0
179,535407,0,30.394,976.351,36.784,83143.875,9,1,1,0
180,538397,0,30.386,976.338,36.812,83714.844,0,1,1,0
181,541387,0,30.401,976.356,36.791,82580.648,1,1,1,0
182,544377,0,30.396,976.358,36.808,82901.555,2,1,1,0
183,547367,0,30.409,976.350,36.798,82821.094,3,1,1,0
184,550357,0,30.406,976.360,36.797,83306.219,4,1,1,0
185,553347,0,30.416,976.404,36.810,82660.641,5,1,1,0
186,556337,0,30.414,976.374,36.787,82982.172,6,1,1,0
187,559327,0,30.414,976.345,36.792,83550.914,7,1,1,0
188,562317,0,30.414,976.341,36.810,83224.969,8,1,1,0
189,565307,0,30.421,976.333,36.793,82901.555,9,1,1,0
190,568297,0,30.419,976.357,36.816,83714.844,0,1,1,0
191,571287,0,30.424,976.351,36.799,83143.875,1,1,1,0
192,574277,0,30.424,976.351,36.788,83143.875,2,1,1,0
193,577277,0,30.429,976.362,36.823,83306.219,3,1,1,0
194,580267,0,30.434,976.387,36.812,83306.219,4,1,1,0
195,583257,0,30.426,976.374,36.817,83714.844,5,1,1,0
196,586247,0,30.434,976.387,36.823,83143.875,6,1,1,0
197,589237,0,30.439,976.384,36.812,83632.797,7,1,1,0
198,592227,0,30.431,976.391,36.800,84293.711,8,1,1,0
199,595217,0,30.434,976.378,36.817,84044.648,9,1,1,0
200,598207,0,30.437,976.386,36.852,83550.914,0,1,1,0
201,601197,0,30.426,976.374,36.834,83306.219,1,1,1,0
202,604187,0,30.439,976.373,36.847,83797.055,2,1,1,0
203,607177,0,30.439,976.384,36.864,83632.797,3,1,1,0
204,610167,0,30.444,976.384,36.882,83306.219,4,1,1,0
205,613157,0,30.439,976.388,36.876,83632.797,5,1,1,0
206,616147,0,30.431,976.357,36.869,84293.711,6,1,1,0
207,619137,0,30.444,976.399,36.899,83550.914,7,1,1,0
208,622127,0,30.442,976.379,36.893,84210.523,8,1,1,0
209,625117,0,30.439,976.386,36.904,83550.914,9,1,1,0
210,628107,0,30.437,976.384,36.944,83714.844,0,1,1,0
211,631097,0,30.439,976.384,36.945,84044.648,1,1,1,0
212,634087,0,30.442,976.379,36.928,83714.844,2,1,1,0
213,637077,0,30.437,976.348,36.968,83469.188,3,1,1,0
214,640067,0,30.442,976.357,36.997,83714.844,4,1,1,0
215,643057,0,30.442,976.355,37.014,84377.062,5,1,1,0
216,646047,0,30.439,976.343,37.025,84544.250,6,1,1,0
217,649037,0,30.442,976.375,37.020,83632.797,7,1,1,0
218,652027,0,30.439,976.366,37.020,84628.102,8,1,1,0
219,655017,0,30.434,976.371,37.048,83632.797,9,1,1,0
220,658007,0,30.444,976.381,37.049,84377.062,0,1,1,0
221,660997,0,30.439,976.359,37.077,84044.648,1,1,1,0
222,663987,0,30.426,976.369,37.082,84628.102,2,1,1,0
223,666977,0,30.434,976.366,37.077,84460.570,3,1,1,0
224,669967,0,30.434,976.389,37.088,84544.250,4,1,1,0
225,672957,0,30.431,976.371,37.111,84628.102,5,1,1,0
226,675947,0,30.431,976.373,37.117,84127.508,6,1,1,0
227,678937,0,30.426,976.356,37.116,84127.508,7,1,1,0
228,681927,0,30.429,976.365,37.122,84377.062,8,1,1,0
229,684917,0,30.424,976.360,37.139,84210.523,9,1,1,0
230,687907,0,30.421,976.358,37.139,84544.250,0,1,1,0
231,690897,0,30.411,976.345,37.161,84628.102,1,1,1,0
232,693887,0,30.416,976.348,37.144,84460.570,2,1,1,0
233,696877,0,30.416,976.356,37.167,84880.633,3,1,1,0
234,699867,0,30.414,976.348,37.167,83961.953,4,1,1,0
235,702857,0,30.404,976.333,37.183,84712.109,5,1,1,0
236,705847,0,30.404,976.346,37.206,84293.711,6,1,1,0
237,708837,0,30.409,976.343,37.207,84460.570,7,1,1,0
238,711827,0,30.404,976.333,37.212,85219.711,8,1,1,0
239,714817,0,30.404,976.344,37.247,84628.102,9,1,1,0
240,717807,0,30.394,976.318,37.234,84965.148,0,1,1,0
241,720797,0,30.396,976.335,37.252,84796.289,1,1,1,0
242,723787,0,30.386,976.321,37.280,84965.148,2,1,1,0
243,726777,0,30.384,976.305,37.262,84796.289,3,1,1,0
244,729767,0,30.379,976.332,37.296,84796.289,4,1,1,0
245,732757,0,30.374,976.340,37.301,84965.148,5,1,1,0
246,735747,0,30.379,976.350,37.308,84965.148,6,1,1,0
247,738737,0,30.369,976.326,37.318,84628.102,7,1,1,0
248,741727,0,30.361,976.341,37.323,84460.570,8,1,1,0
249,744717,0,30.361,976.331,37.364,84712.109,9,1,1,0
250,747707,0,30.356,976.314,37.380,84965.148,0,1,1,0
251,750697,0,30.359,976.339,37.386,85134.688,1,1,1,0
252,753687,0,30.356,976.345,37.421,85134.688,2,1,1,0
253,756677,0,30.346,976.332,37.437,85647.375,3,1,1,0
254,759667,0,30.344,976.344,37.431,84460.570,4,1,1,0
255,762657,0,30.336,976.333,37.459,85049.836,5,1,1,0
256,765647,0,30.338,976.326,37.465,85049.836,6,1,1,0
257,768637,0,30.333,976.318,37.482,85134.688,7,1,1,0
258,771627,0,30.331,976.318,37.488,85134.688,8,1,1,0
259,774617,0,30.328,976.327,37.510,84965.148,9,1,1,0
260,777607,0,30.323,976.312,37.521,85475.797,0,1,1,0
261,780597,0,30.321,976.319,37.510,85304.898,1,1,1,0
262,783587,0,30.313,976.311,37.532,85906.039,2,1,1,0
263,786577,0,30.303,976.304,37.566,85647.375,3,1,1,0
264,789567,0,30.306,976.309,37.572,85304.898,4,1,1,0
265,792557,0,30.303,976.305,37.606,85475.797,5,1,1,0
266,795547,0,30.296,976.314,37.600,85304.898,6,1,1,0
267,798537,0,30.293,976.326,37.646,85647.375,7,1,1,0
268,801527,0,30.281,976.311,37.650,85561.500,8,1,1,0
269,804517,0,30.283,976.329,37.697,85475.797,9,1,1,0
270,807507,0,30.276,976.308,37.684,85134.688,0,1,1,0
271,810497,0,30.278,976.335,37.690,85390.258,1,1,1,0
272,813487,0,30.271,976.330,37.701,85647.375,2,1,1,0
273,816477,0,30.273,976.345,37.719,85733.422,3,1,1,0
274,819467,0,30.261,976.332,37.746,85906.039,4,1,1,0
275,822457,0,30.256,976.337,37.740,85906.039,5,1,1,0
276,825447,0,30.245,976.309,37.774,85219.711,6,1,1,0
277,828437,0,30.248,976.326,37.768,85819.648,7,1,1,0
278,831427,0,30.248,976.331,37.797,85390.258,8,1,1,0
279,834417,0,30.248,976.322,37.826,85819.648,9,1,1,0
280,837407,0,30.240,976.325,37.831,85992.609,0,1,1,0
281,840397,0,30.238,976.332,37.831,85304.898,1,1,1,0
282,843387,0,30.235,976.321,37.854,85906.039,2,1,1,0
283,846377,0,30.238,976.325,37.866,85992.609,3,1,1,0
284,849367,0,30.240,976.332,37.877,86428.086,4,1,1,0
285,852357,0,30.238,976.332,37.895,85906.039,5,1,1,0
286,855347,0,30.225,976.304,37.911,85992.609,6,1,1,0
287,858337,0,30.223,976.290,37.922,85992.609,7,1,1,0
288,861327,0,30.220,976.277,37.904,86166.273,8,1,1,0
289,864317,0,30.223,976.283,37.916,86515.711,9,1,1,0
290,867307,0,30.218,976.291,37.956,86253.367,0,1,1,0
291,870297,0,30.213,976.276,37.956,85390.258,1,1,1,0
292,873287,0,30.210,976.298,37.967,86340.641,2,1,1,0
293,876277,0,30.213,976.295,38.002,85992.609,3,1,1,0
294,879267,0,30.213,976.278,38.025,86166.273,4,1,1,0
295,882257,0,30.205,976.276,38.019,87045.227,5,1,1,0
296,885247,0,30.210,976.287,38.037,85819.648,6,1,1,0
297,888237,0,30.208,976.298,38.054,85647.375,7,1,1,0
298,891227,0,30.205,976.287,38.048,86253.367,8,1,1,0
299,894217,0,30.203,976.287,38.071,86340.641,9,1,1,0
300,897207,0,30.203,976.297,38.082,86079.352,0,1,1,0
301,900197,0,30.200,976.297,38.111,86956.523,1,1,1,0
302,903187,0,30.198,976.308,38.122,86340.641,2,1,1,0
303,906177,0,30.200,976.306,38.128,86340.641,3,1,1,0
304,909167,0,30.198,976.306,38.140,86340.641,4,1,1,0
305,912157,0,30.195,976.301,38.128,86603.516,5,1,1,0
306,915157,0,30.193,976.324,38.157,86079.352,6,1,1,0
307,918147,0,30.193,976.320,38.174,86515.711,7,1,1,0
308,921137,0,30.183,976.327,38.185,86515.711,8,1,1,0
309,924127,0,30.190,976.325,38.185,86340.641,9,1,1,0
310,927117,0,30.185,976.312,38.208,86253.367,0,1,1,0
311,930107,0,30.178,976.298,38.213,86515.711,1,1,1,0
312,933097,0,30.180,976.300,38.231,86253.367,2,1,1,0
313,936087,0,30.175,976.298,38.253,85992.609,3,1,1,0
314,939077,0,30.165,976.284,38.293,87134.102,4,1,1,0
315,942067,0,30.163,976.302,38.269,86779.664,5,1,1,0
316,945057,0,30.165,976.313,38.287,86515.711,6,1,1,0
317,948047,0,30.155,976.296,38.304,86603.516,7,1,1,0
318,951037,0,30.150,976.298,38.320,86868.000,8,1,1,0
319,954027,0,30.155,976.305,38.321,87045.227,9,1,1,0
320,957017,0,30.145,976.285,38.337,87581.250,0,1,1,0
321,960007,0,30.145,976.296,38.332,86166.273,1,1,1,0
322,962997,0,30.140,976.299,38.343,85992.609,2,1,1,0
323,965987,0,30.135,976.297,38.365,86340.641,3,1,1,0
324,968977,0,30.132,976.288,38.400,87045.227,4,1,1,0
325,971967,0,30.125,976.296,38.387,86603.516,5,1,1,0
326,974957,0,30.115,976.272,38.398,86868.000,6,1,1,0
327,977947,0,30.117,976.285,38.387,87312.414,7,1,1,0
328,980937,0,30.112,976.274,38.404,86868.000,8,1,1,0
329,983927,0,30.112,976.268,38.421,86956.523,9,1,1,0
330,986917,0,30.105,976.268,38.443,87045.227,0,1,1,0
331,989907,0,30.102,976.284,38.455,86956.523,1,1,1,0
332,992897,0,30.100,976.302,38.478,87045.227,2,1,1,0
333,995887,0,30.097,976.291,38.478,86779.664,3,1,1,0
334,998877,0,30.090,976.303,38.494,86779.664,4,1,1,0
335,1001867,0,30.080,976.275,38.522,86166.273,5,1,1,0
336,1004857,0,30.085,976.308,38.523,86956.523,6,1,1,0
337,1007847,0,30.080,976.308,38.522,87223.172,7,1,1,0
338,1010837,0,30.075,976.316,38.545,87045.227,8,1,1,0
339,1013827,0,30.072,976.318,38.545,86868.000,9,1,1,0
340,1016817,0,30.072,976.316,38.545,86868.000,0,1,1,0
341,1019807,0,30.064,976.325,38.585,86868.000,1,1,1,0
342,1022797,0,30.054,976.313,38.578,86691.500,2,1,1,0
343,1025787,0,30.049,976.306,38.583,87312.414,3,1,1,0
344,1028777,0,30.057,976.317,38.601,87045.227,4,1,1,0
345,1031767,0,30.047,976.331,38.623,86779.664,5,1,1,0
346,1034757,0,30.049,976.324,38.635,87045.227,6,1,1,0
347,1037747,0,30.049,976.353,38.635,87223.172,7,1,1,0
348,1040737,0,30.039,976.336,38.669,86868.000,8,1,1,0
349,1043727,0,30.034,976.332,38.692,87312.414,9,1,1,0
350,1046717,0,30.032,976.346,38.709,87223.172,0,1,1,0
351,1049707,0,30.027,976.339,38.697,86956.523,1,1,1,0
352,1052697,0,30.022,976.340,38.708,87491.453,2,1,1,0
353,1055687,0,30.017,976.336,38.719,87223.172,3,1,1,0
354,1058677,0,30.014,976.334,38.725,87312.414,4,1,1,0
355,1061667,0,30.019,976.356,38.731,87581.250,5,1,1,0
356,1064657,0,30.012,976.334,38.736,87045.227,6,1,1,0
357,1067647,0,30.007,976.348,38.735,87312.414,7,1,1,0
358,1070637,0,30.002,976.323,38.752,87761.398,8,1,1,0
359,1073627,0,29.994,976.338,38.740,87312.414,9,1,1,0
360,1076617,0,29.987,976.322,38.786,87761.398,0,1,1,0
361,1079607,0,29.984,976.314,38.803,87581.250,1,1,1,0
362,1082597,0,29.987,976.324,38.832,87581.250,2,1,1,0
363,1085587,0,29.981,976.319,38.838,87581.250,3,1,1,0
364,1088577,0,29.971,976.321,38.813,87045.227,4,1,1,0
365,1091567,0,29.971,976.322,38.842,87761.398,5,1,1,0
366,1094557,0,29.964,976.324,38.847,87581.250,6,1,1,0
367,1097547,0,29.961,976.331,38.876,87045.227,7,1,1,0
368,1100537,0,29.954,976.339,38.893,87671.234,8,1,1,0
369,1103527,0,29.954,976.334,38.881,88306.312,9,1,1,0
370,1106517,0,29.946,976.350,38.921,87045.227,0,1,1,0
371,1109507,0,29.931,976.341,38.925,87491.453,1,1,1,0
372,1112497,0,29.936,976.356,38.949,87045.227,2,1,1,0
373,1115487,0,29.921,976.317,38.983,87312.414,3,1,1,0
374,1118477,0,29.921,976.328,38.988,87581.250,4,1,1,0
375,1121467,0,29.921,976.330,38.983,87491.453,5,1,1,0
376,1124457,0,29.914,976.335,38.993,87761.398,6,1,1,0
377,1127447,0,29.911,976.322,39.011,88215.023,7,1,1,0
378,1130437,0,29.914,976.340,39.017,88123.922,8,1,1,0
379,1133427,0,29.904,976.356,39.039,87761.398,9,1,1,0
380,1136417,0,29.896,976.366,39.062,87581.250,0,1,1,0
381,1139407,0,29.891,976.359,39.055,87491.453,1,1,1,0
382,1142397,0,29.894,976.371,39.079,88033.016,2,1,1,0
383,1145387,0,29.891,976.377,39.067,88033.016,3,1,1,0
384,1148377,0,29.881,976.376,39.095,87134.102,4,1,1,0
385,1151367,0,29.878,976.367,39.083,87761.398,5,1,1,0
386,1154357,0,29.878,976.363,39.130,87671.234,6,1,1,0
387,1157347,0,29.868,976.348,39.105,87671.234,7,1,1,0
388,1160337,0,29.861,976.355,39.139,88306.312,8,1,1,0
389,1163327,0,29.858,976.362,39.151,88123.922,9,1,1,0
390,1166317,0,29.858,976.371,39.174,88215.023,0,1,1,0
391,1169307,0,29.851,976.383,39.173,87401.844,1,1,1,0
392,1172297,0,29.846,976.388,39.184,87942.289,2,1,1,0
393,1175287,0,29.841,976.400,39.196,88033.016,3,1,1,0
394,1178277,0,29.836,976.380,39.201,87312.414,4,1,1,0
395,1181267,0,29.828,976.378,39.200,87851.750,5,1,1,0
396,1184257,0,29.831,976.398,39.276,87671.234,6,1,1,0
397,1187247,0,29.826,976.383,39.276,87581.250,7,1,1,0
398,1190237,0,29.816,976.361,39.280,87761.398,8,1,1,0
399,1193227,0,29.811,976.348,39.315,88215.023,9,1,1,0
400,1196217,0,29.813,976.368,39.315,87942.289,0,1,1,0
401,1199207,0,29.811,976.362,39.344,88123.922,1,1,1,0
402,1202197,0,29.803,976.353,39.378,88033.016,2,1,1,0
403,1205187,0,29.800,976.373,39.378,88858.039,3,1,1,0
404,1208177,0,29.798,976.374,39.401,87761.398,4,1,1,0
405,1211167,0,29.795,976.371,39.401,88581.312,5,1,1,0
406,1214157,0,29.790,976.388,39.400,88215.023,6,1,1,0
407,1217147,0,29.785,976.381,39.406,88397.789,7,1,1,0
408,1220137,0,29.780,976.377,39.399,88397.789,8,1,1,0
409,1223127,0,29.780,976.371,39.417,87581.250,9,1,1,0
410,1226117,0,29.770,976.380,39.427,88306.312,0,1,1,0
411,1229107,0,29.775,976.412,39.434,88673.367,1,1,1,0
412,1232097,0,29.765,976.388,39.439,87942.289,2,1,1,0
413,1235087,0,29.765,976.412,39.409,88673.367,3,1,1,0
414,1238077,0,29.758,976.386,39.432,87942.289,4,1,1,0
415,1241067,0,29.748,976.367,39.466,88581.312,5,1,1,0
416,1244057,0,29.753,976.389,39.455,88489.461,6,1,1,0
417,1247047,0,29.748,976.376,39.478,89136.492,7,1,1,0
418,1250037,0,29.748,976.393,39.483,88306.312,8,1,1,0
419,1253027,0,29.745,976.374,39.471,88397.789,9,1,1,0
420,1256017,0,29.743,976.401,39.512,88397.789,0,1,1,0
421,1259007,0,29.730,976.379,39.517,89229.695,1,1,1,0
422,1261997,0,29.735,976.401,39.535,88489.461,2,1,1,0
423,1264987,0,29.728,976.391,39.569,88306.312,3,1,1,0
424,1267977,0,29.728,976.379,39.569,88950.664,4,1,1,0
425,1270967,0,29.723,976.359,39.586,88306.312,5,1,1,0
426,1273957,0,29.718,976.373,39.591,88673.367,6,1,1,0
427,1276947,0,29.715,976.335,39.620,88581.312,7,1,1,0
428,1279937,0,29.713,976.344,39.632,88489.461,8,1,1,0
