sample_index,timestamp_since_poweron_ms,real_time_clock,temperature,pressure,humidity,gas_resistance,heater_profile_step_index,gas_valid,heater_stable,error_code
2043,6108787,0,28.418,976.074,77.065,18974.207,3,1,1,0
2044,6111777,0,28.415,976.067,77.143,18890.201,4,1,1,0
2045,6114767,0,28.423,976.076,77.201,18906.943,5,1,1,0
2046,6117757,0,28.420,976.045,77.292,18890.201,6,1,1,0
2047,6120747,0,28.405,976.041,77.339,18806.936,7,1,1,0
2048,6123737,0,28.400,976.051,77.338,18974.207,8,1,1,0
2049,6126727,0,28.400,976.064,77.352,18724.400,9,1,1,0
2050,6129717,0,28.400,976.062,77.366,19008.020,0,1,1,0
2051,6132707,0,28.400,976.060,77.352,19024.971,1,1,1,0
2052,6135697,0,28.400,976.057,77.401,18940.516,2,1,1,0
2053,6138687,0,28.408,976.062,77.431,18906.943,3,1,1,0
2054,6141677,0,28.395,976.056,77.443,19058.963,4,1,1,0
2055,6144667,0,28.395,976.060,77.443,18991.098,5,1,1,0
2056,6147657,0,28.403,976.066,77.444,18991.098,6,1,1,0
2057,6150647,0,28.410,976.054,77.509,19110.182,7,1,1,0
2058,6153637,0,28.415,976.067,77.567,18940.516,8,1,1,0
2059,6156627,0,28.420,976.085,77.624,18906.943,9,1,1,0
2060,6159617,0,28.425,976.071,77.675,18806.936,0,1,1,0
2061,6162607,0,28.415,976.058,77.736,18840.152,1,1,1,0
2062,6165597,0,28.403,976.076,77.748,19024.971,2,1,1,0
2063,6168587,0,28.400,976.067,77.734,18923.713,3,1,1,0
2064,6171577,0,28.393,976.047,77.669,19041.951,4,1,1,0
2065,6174567,0,28.398,976.056,77.670,19110.182,5,1,1,0
2066,6177557,0,28.388,976.070,77.661,19127.316,6,1,1,0
2067,6180547,0,28.393,976.079,77.633,19093.078,7,1,1,0
2068,6183537,0,28.375,976.071,77.545,19248.121,8,1,1,0
2069,6186527,0,28.380,976.061,77.468,19282.916,9,1,1,0
2070,6189517,0,28.375,976.057,77.376,19335.348,0,1,1,0
2071,6192507,0,28.388,976.067,77.321,19335.348,1,1,1,0
2072,6195497,0,28.385,976.082,77.335,19423.369,2,1,1,0
2073,6198487,0,28.398,976.091,77.351,19317.838,3,1,1,0
2074,6201477,0,28.388,976.101,77.385,19405.701,4,1,1,0
2075,6204467,0,28.390,976.088,77.392,19282.916,5,1,1,0
2076,6207457,0,28.380,976.102,77.341,19512.195,6,1,1,0
2077,6210447,0,28.378,976.089,77.249,19710.502,7,1,1,0
2078,6213437,0,28.383,976.102,77.158,19746.992,8,1,1,0
2079,6216427,0,28.365,976.099,77.014,19987.508,9,1,1,0
2080,6219417,0,28.355,976.097,76.786,20100.502,0,1,1,0
2081,6222407,0,28.357,976.095,76.526,20214.781,1,1,1,0
2082,6225397,0,28.352,976.100,76.384,20506.248,2,1,1,0
2083,6228387,0,28.352,976.111,76.215,20565.553,3,1,1,0
2084,6231377,0,28.365,976.124,76.063,20585.396,4,1,1,0
2085,6234367,0,28.373,976.112,76.015,20585.396,5,1,1,0
2086,6237357,0,28.380,976.116,76.023,20565.553,6,1,1,0
2087,6240347,0,28.370,976.103,76.036,20685.197,7,1,1,0
2088,6243337,0,28.390,976.131,76.011,20867.297,8,1,1,0
2089,6246327,0,28.388,976.115,76.004,20826.555,9,1,1,0
2090,6249317,0,28.378,976.095,75.953,20908.199,0,1,1,0
2091,6252307,0,28.375,976.119,75.833,21136.062,1,1,1,0
2092,6255297,0,28.375,976.105,75.707,21241.287,2,1,1,0
2093,6258287,0,28.390,976.097,75.639,21262.459,3,1,1,0
2094,6261277,0,28.398,976.096,75.612,21241.287,4,1,1,0
2095,6264267,0,28.398,976.105,75.605,21094.266,5,1,1,0
2096,6267257,0,28.405,976.109,75.607,21433.355,6,1,1,0
2097,6270247,0,28.410,976.115,75.678,21390.375,7,1,1,0
2098,6273237,0,28.420,976.097,75.750,21220.158,8,1,1,0
2099,6276227,0,28.425,976.114,75.828,21220.158,9,1,1,0
2100,6279217,0,28.433,976.111,75.914,20928.711,0,1,1,0
2101,6282207,0,28.438,976.117,76.020,20969.855,1,1,1,0
2102,6285197,0,28.435,976.113,76.111,20990.488,2,1,1,0
2103,6288187,0,28.445,976.101,76.169,20806.242,3,1,1,0
2104,6291177,0,28.440,976.104,76.196,21115.143,4,1,1,0
2105,6294167,0,28.443,976.113,76.218,21094.266,5,1,1,0
2106,6297157,0,28.453,976.101,76.262,20908.199,6,1,1,0
2107,6300147,0,28.433,976.102,76.272,20949.264,7,1,1,0
2108,6303137,0,28.423,976.119,76.158,21157.025,8,1,1,0
2109,6306127,0,28.428,976.109,75.997,21283.672,9,1,1,0
2110,6309117,0,28.433,976.114,75.836,21411.844,0,1,1,0
2111,6312107,0,28.435,976.134,75.767,21454.912,1,1,1,0
2112,6315097,0,28.433,976.120,75.612,21628.928,2,1,1,0
2113,6318087,0,28.440,976.109,75.508,21628.928,3,1,1,0
2114,6321077,0,28.451,976.105,75.517,21717.000,4,1,1,0
2115,6324067,0,28.461,976.109,75.568,21585.160,5,1,1,0
2116,6327057,0,28.456,976.125,75.644,21498.152,6,1,1,0
2117,6330047,0,28.458,976.095,75.644,21519.838,7,1,1,0
2118,6333037,0,28.451,976.107,75.664,21672.875,8,1,1,0
2119,6336027,0,28.463,976.127,75.568,21694.916,9,1,1,0
2120,6339017,0,28.478,976.116,75.550,21694.916,0,1,1,0
2121,6342007,0,28.483,976.130,75.593,21585.160,1,1,1,0
2122,6344997,0,28.463,976.111,75.624,21607.021,2,1,1,0
2123,6347987,0,28.458,976.130,75.560,21850.461,3,1,1,0
2124,6350977,0,28.463,976.115,75.421,21917.809,4,1,1,0
2125,6353967,0,28.471,976.130,75.310,21985.572,5,1,1,0
2126,6356957,0,28.461,976.109,75.224,22168.342,6,1,1,0
2127,6359947,0,28.473,976.114,75.114,22099.447,7,1,1,0
2128,6362937,0,28.478,976.119,75.059,22145.328,8,1,1,0
2129,6365927,0,28.493,976.117,75.097,22168.342,9,1,1,0
2130,6368917,0,28.508,976.147,75.240,21895.312,0,1,1,0
2131,6371907,0,28.503,976.121,75.379,21940.350,1,1,1,0
2132,6374897,0,28.513,976.124,75.528,21940.350,2,1,1,0
2133,6377887,0,28.521,976.131,75.621,21672.875,3,1,1,0
2134,6380877,0,28.521,976.126,75.719,21607.021,4,1,1,0
2135,6383867,0,28.516,976.113,75.795,21717.000,5,1,1,0
2136,6386857,0,28.511,976.133,75.752,21917.809,6,1,1,0
2137,6389847,0,28.503,976.118,75.652,21940.350,7,1,1,0
2138,6392837,0,28.503,976.132,75.526,22030.980,8,1,1,0
2139,6395827,0,28.503,976.135,75.372,21940.350,9,1,1,0
2140,6398817,0,28.511,976.122,75.331,22122.365,0,1,1,0
2141,6401807,0,28.508,976.123,75.303,22008.254,1,1,1,0
2142,6404797,0,28.531,976.132,75.335,21895.312,2,1,1,0
2143,6407787,0,28.541,976.124,75.393,21850.461,3,1,1,0
2144,6410777,0,28.523,976.121,75.516,21761.307,4,1,1,0
2145,6413767,0,28.521,976.124,75.536,21962.938,5,1,1,0
2146,6416757,0,28.533,976.143,75.525,21895.312,6,1,1,0
2147,6419747,0,28.538,976.150,75.511,21783.525,7,1,1,0
2148,6422737,0,28.538,976.124,75.561,21940.350,8,1,1,0
2149,6425727,0,28.544,976.126,75.568,21805.793,9,1,1,0
2150,6428717,0,28.538,976.136,75.554,21872.863,0,1,1,0
2151,6431707,0,28.556,976.134,75.620,21761.307,1,1,1,0
2152,6434697,0,28.564,976.125,75.705,21672.875,2,1,1,0
2153,6437687,0,28.554,976.126,75.774,21805.793,3,1,1,0
2154,6440677,0,28.569,976.144,75.861,21585.160,4,1,1,0
2155,6443667,0,28.559,976.139,75.915,21628.928,5,1,1,0
2156,6446657,0,28.556,976.127,75.943,21717.000,6,1,1,0
2157,6449647,0,28.569,976.138,75.959,21650.879,7,1,1,0
2158,6452637,0,28.566,976.158,75.916,21783.525,8,1,1,0
2159,6455627,0,28.576,976.155,75.946,21717.000,9,1,1,0
2160,6458617,0,28.574,976.155,76.002,21585.160,0,1,1,0
2161,6461607,0,28.566,976.136,76.022,21872.863,1,1,1,0
2162,6464597,0,28.569,976.151,75.973,21850.461,2,1,1,0
2163,6467587,0,28.579,976.153,75.919,21739.131,3,1,1,0
2164,6470577,0,28.556,976.139,75.887,21783.525,4,1,1,0
2165,6473567,0,28.549,976.130,75.710,22076.578,5,1,1,0
2166,6476557,0,28.564,976.147,75.565,22099.447,6,1,1,0
2167,6479547,0,28.584,976.154,75.527,21962.938,7,1,1,0
2168,6482537,0,28.584,976.128,75.597,21850.461,8,1,1,0
2169,6485527,0,28.596,976.151,75.711,21717.000,9,1,1,0
2170,6488517,0,28.591,976.115,75.795,21783.525,0,1,1,0
2171,6491507,0,28.579,976.150,75.778,21872.863,1,1,1,0
2172,6494497,0,28.574,976.137,75.693,22122.365,2,1,1,0
2173,6497487,0,28.564,976.115,75.572,22191.400,3,1,1,0
2174,6500477,0,28.569,976.136,75.377,22307.424,4,1,1,0
2175,6503467,0,28.586,976.127,75.275,22330.775,5,1,1,0
2176,6506457,0,28.581,976.125,75.232,22260.869,6,1,1,0
2177,6509447,0,28.576,976.119,75.147,22543.148,7,1,1,0
2178,6512437,0,28.564,976.129,75.019,22495.605,8,1,1,0
2179,6515427,0,28.571,976.129,74.824,22711.143,9,1,1,0
2180,6518417,0,28.571,976.135,74.684,22686.990,0,1,1,0
2181,6521407,0,28.586,976.145,74.589,22783.908,1,1,1,0
2182,6524397,0,28.584,976.121,74.589,22735.346,2,1,1,0
2183,6527387,0,28.596,976.129,74.619,22832.680,3,1,1,0
2184,6530377,0,28.609,976.128,74.705,22590.893,4,1,1,0
2185,6533367,0,28.611,976.143,74.796,22519.354,5,1,1,0
2186,6536357,0,28.614,976.122,74.923,22638.840,6,1,1,0
2187,6539347,0,28.606,976.121,74.977,22614.842,7,1,1,0
2188,6542337,0,28.611,976.125,74.943,22590.893,8,1,1,0
2189,6545327,0,28.614,976.113,74.916,22638.840,9,1,1,0
2190,6548317,0,28.621,976.120,74.931,22543.148,0,1,1,0
2191,6551307,0,28.637,976.121,74.990,22284.123,1,1,1,0
2192,6554297,0,28.634,976.094,75.080,22448.264,2,1,1,0
2193,6557287,0,28.637,976.098,75.186,22424.668,3,1,1,0
2194,6560277,0,28.639,976.105,75.235,22214.510,4,1,1,0
2195,6563267,0,28.639,976.113,75.263,22237.666,5,1,1,0
2196,6566257,0,28.642,976.097,75.306,22168.342,6,1,1,0
2197,6569247,0,28.644,976.095,75.313,22122.365,7,1,1,0
2198,6572237,0,28.629,976.097,75.310,22168.342,8,1,1,0
2199,6575227,0,28.634,976.091,75.206,22330.775,9,1,1,0
2200,6578217,0,28.626,976.101,75.093,22401.119,0,1,1,0
2201,6581207,0,28.634,976.091,74.947,22519.354,1,1,1,0
2202,6584197,0,28.634,976.082,74.877,22401.119,2,1,1,0
2203,6587187,0,28.657,976.092,74.881,22471.910,3,1,1,0
2204,6590177,0,28.669,976.089,74.988,22307.424,4,1,1,0
2205,6593167,0,28.667,976.091,75.114,22168.342,5,1,1,0
2206,6596157,0,28.674,976.101,75.290,22145.328,6,1,1,0
2207,6599147,0,28.672,976.097,75.388,22122.365,7,1,1,0
2208,6602137,0,28.667,976.095,75.450,22168.342,8,1,1,0
2209,6605127,0,28.657,976.089,75.434,22191.400,9,1,1,0
2210,6608117,0,28.664,976.100,75.422,22214.510,0,1,1,0
2211,6611107,0,28.674,976.090,75.340,22168.342,1,1,1,0
2212,6614097,0,28.669,976.113,75.353,22214.510,2,1,1,0
2213,6617087,0,28.682,976.123,75.348,22354.174,3,1,1,0
2214,6620077,0,28.669,976.098,75.325,22214.510,4,1,1,0
2215,6623067,0,28.664,976.118,75.275,22191.400,5,1,1,0
2216,6626057,0,28.664,976.096,75.177,22260.869,6,1,1,0
2217,6629047,0,28.674,976.108,75.136,22214.510,7,1,1,0
2218,6632037,0,28.682,976.130,75.124,22401.119,8,1,1,0
2219,6635027,0,28.682,976.096,75.159,22354.174,9,1,1,0
2220,6638017,0,28.694,976.111,75.224,22260.869,0,1,1,0
2221,6641007,0,28.697,976.102,75.330,22122.365,1,1,1,0
2222,6643997,0,28.694,976.099,75.441,21917.809,2,1,1,0
2223,6646987,0,28.694,976.124,75.518,21940.350,3,1,1,0
2224,6649977,0,28.707,976.101,75.570,21940.350,4,1,1,0
2225,6652967,0,28.704,976.067,75.646,21761.307,5,1,1,0
2226,6655957,0,28.707,976.096,75.759,21694.916,6,1,1,0
2227,6658947,0,28.704,976.074,75.815,21761.307,7,1,1,0
2228,6661937,0,28.694,976.082,75.827,21828.104,8,1,1,0
2229,6664927,0,28.687,976.100,75.728,21872.863,9,1,1,0
2230,6667917,0,28.669,976.109,75.542,22008.254,0,1,1,0
2231,6670907,0,28.642,976.095,75.187,22260.869,1,1,1,0
2232,6673897,0,28.647,976.099,74.775,22519.354,2,1,1,0
2233,6676887,0,28.667,976.118,74.443,22638.840,3,1,1,0
2234,6679877,0,28.677,976.115,74.298,22735.346,4,1,1,0
2235,6682867,0,28.674,976.122,74.284,22857.143,5,1,1,0
2236,6685857,0,28.679,976.099,74.257,22759.602,6,1,1,0
2237,6688847,0,28.702,976.121,74.296,22686.990,7,1,1,0
2238,6691837,0,28.687,976.101,74.363,22881.658,8,1,1,0
2239,6694827,0,28.689,976.095,74.349,22783.908,9,1,1,0
2240,6697817,0,28.684,976.101,74.299,22857.143,0,1,1,0
2241,6700807,0,28.692,976.109,74.189,22832.680,1,1,1,0
2242,6703797,0,28.689,976.114,74.147,22930.850,2,1,1,0
2243,6706787,0,28.684,976.112,74.034,22980.252,3,1,1,0
2244,6709777,0,28.704,976.105,73.961,23542.395,4,1,1,0
2245,6712767,0,28.699,976.083,73.981,23477.623,5,1,1,0
2246,6715757,0,28.699,976.076,73.926,23581.430,6,1,1,0
2247,6718747,0,28.697,976.066,73.883,23673.016,7,1,1,0
2248,6721737,0,28.704,976.097,73.815,23725.672,8,1,1,0
2249,6724727,0,28.697,976.107,73.744,23885.053,9,1,1,0
2250,6727717,0,28.702,976.088,73.606,23979.018,0,1,1,0
2251,6730707,0,28.697,976.091,73.494,24019.516,1,1,1,0
2252,6733697,0,28.702,976.121,73.363,24100.922,2,1,1,0
2253,6736687,0,28.712,976.105,73.323,24046.590,3,1,1,0
2254,6739677,0,28.712,976.085,73.309,24182.883,4,1,1,0
2255,6742667,0,28.719,976.127,73.366,24100.922,5,1,1,0
2256,6745657,0,28.727,976.099,73.353,24251.611,6,1,1,0
2257,6748647,0,28.735,976.101,73.445,24169.184,7,1,1,0
2258,6751637,0,28.745,976.104,73.523,24141.834,8,1,1,0
2259,6754627,0,28.752,976.140,73.657,24073.727,9,1,1,0
2260,6757617,0,28.755,976.106,73.789,23965.549,0,1,1,0
2261,6760607,0,28.760,976.144,73.943,23938.656,1,1,1,0
2262,6763597,0,28.747,976.127,73.976,24182.883,2,1,1,0
2263,6766587,0,28.752,976.131,73.956,24033.045,3,1,1,0
2264,6769577,0,28.760,976.124,73.978,23885.053,4,1,1,0
2265,6772567,0,28.755,976.110,74.005,23952.096,5,1,1,0
2266,6775557,0,28.745,976.145,73.934,23965.549,6,1,1,0
2267,6778547,0,28.742,976.159,73.794,24155.502,7,1,1,0
2268,6781537,0,28.737,976.153,73.584,24169.184,8,1,1,0
2269,6784527,0,28.730,976.140,73.381,24390.244,9,1,1,0
2270,6787517,0,28.735,976.160,73.167,24376.309,0,1,1,0
2271,6790507,0,28.732,976.144,73.007,24502.297,1,1,1,0
2272,6793497,0,28.737,976.135,72.848,24686.596,2,1,1,0
2273,6796487,0,28.727,976.164,72.680,24715.195,3,1,1,0
2274,6799477,0,28.730,976.139,72.480,24844.721,4,1,1,0
2275,6802467,0,28.725,976.149,72.278,25093.119,5,1,1,0
2276,6805457,0,28.732,976.146,72.072,25226.646,6,1,1,0
2277,6808447,0,28.730,976.153,71.878,25152.289,7,1,1,0
2278,6811437,0,28.730,976.119,71.795,25346.535,8,1,1,0
2279,6814427,0,28.735,976.146,71.658,25422.045,9,1,1,0
2280,6817417,0,28.737,976.137,71.535,25422.045,0,1,1,0
2281,6820407,0,28.732,976.149,71.396,25452.377,1,1,1,0
2282,6823397,0,28.732,976.157,71.231,25574.426,2,1,1,0
2283,6826387,0,28.737,976.139,71.018,25574.426,3,1,1,0
2284,6829377,0,28.750,976.145,70.924,25853.363,4,1,1,0
2285,6832367,0,28.740,976.130,70.867,25574.426,5,1,1,0
2286,6835357,0,28.742,976.147,70.689,25979.297,6,1,1,0
2287,6838347,0,28.740,976.152,70.455,26026.840,7,1,1,0
2288,6841337,0,28.742,976.147,70.161,26202.662,8,1,1,0
2289,6844327,0,28.740,976.130,69.948,26218.764,9,1,1,0
2290,6847317,0,28.752,976.124,69.820,26315.789,0,1,1,0
2291,6850307,0,28.750,976.109,69.751,26462.684,1,1,1,0
2292,6853297,0,28.770,976.118,69.755,26462.684,2,1,1,0
2293,6856287,0,28.782,976.142,69.880,26429.898,3,1,1,0
2294,6859277,0,28.787,976.134,70.066,26299.568,4,1,1,0
2295,6862267,0,28.802,976.118,70.185,26267.188,5,1,1,0
2296,6865257,0,28.813,976.139,70.358,26234.885,6,1,1,0
2297,6868247,0,28.818,976.150,70.572,26251.025,7,1,1,0
2298,6871237,0,28.830,976.140,70.848,25995.125,8,1,1,0
2299,6874227,0,28.838,976.126,71.152,25900.445,9,1,1,0
2300,6877217,0,28.845,976.139,71.395,25822.070,0,1,1,0
2301,6880207,0,28.848,976.127,71.623,25744.168,1,1,1,0
2302,6883197,0,28.843,976.119,71.725,25697.650,2,1,1,0
2303,6886187,0,28.838,976.121,71.724,25682.184,3,1,1,0
2304,6889177,0,28.843,976.119,71.691,25822.070,4,1,1,0
2305,6892167,0,28.835,976.117,71.627,25853.363,5,1,1,0
2306,6895157,0,28.848,976.116,71.595,25931.928,6,1,1,0
2307,6898147,0,28.848,976.134,71.588,25931.928,7,1,1,0
2308,6901137,0,28.848,976.100,71.636,25744.168,8,1,1,0
2309,6904127,0,28.870,976.141,71.771,25853.363,9,1,1,0
2310,6907117,0,28.865,976.139,71.957,25744.168,0,1,1,0
2311,6910107,0,28.853,976.125,72.038,25697.650,1,1,1,0
2312,6913097,0,28.858,976.136,71.997,25869.037,2,1,1,0
2313,6916087,0,28.863,976.119,71.957,25697.650,3,1,1,0
2314,6919077,0,28.885,976.137,72.016,25666.734,4,1,1,0
2315,6922067,0,28.890,976.112,72.155,25482.779,5,1,1,0
2316,6925057,0,28.888,976.112,72.383,25391.787,6,1,1,0
2317,6928047,0,28.875,976.123,72.540,25452.377,7,1,1,0
2318,6931037,0,28.878,976.122,72.596,25422.045,8,1,1,0
2319,6934027,0,28.880,976.122,72.568,25437.201,9,1,1,0
2320,6937017,0,28.875,976.118,72.533,25452.377,0,1,1,0
2321,6940007,0,28.863,976.130,72.392,25543.803,1,1,1,0
2322,6942997,0,28.855,976.117,72.163,25697.650,2,1,1,0
2323,6945987,0,28.860,976.102,71.929,25728.643,3,1,1,0
2324,6948977,0,28.870,976.114,71.854,25697.650,4,1,1,0
2325,6951967,0,28.868,976.107,71.868,25822.070,5,1,1,0
2326,6954957,0,28.873,976.091,71.903,25775.271,6,1,1,0
2327,6957947,0,28.870,976.093,71.965,25916.178,7,1,1,0
2328,6960937,0,28.865,976.105,71.957,25822.070,8,1,1,0
2329,6963927,0,28.853,976.089,71.796,25963.488,9,1,1,0
2330,6966917,0,28.868,976.108,71.619,26106.465,0,1,1,0
2331,6969907,0,28.873,976.085,71.655,25931.928,1,1,1,0
2332,6972897,0,28.888,976.112,71.809,25884.732,2,1,1,0
2333,6975887,0,28.885,976.097,71.960,25963.488,3,1,1,0
2334,6978877,0,28.878,976.104,71.987,25963.488,4,1,1,0
2335,6981867,0,28.898,976.094,72.004,25853.363,5,1,1,0
2336,6984857,0,28.903,976.098,72.157,25635.891,6,1,1,0
2337,6987847,0,28.898,976.093,72.329,25728.643,7,1,1,0
2338,6990837,0,28.890,976.079,72.418,25605.121,8,1,1,0
2339,6993827,0,28.885,976.068,72.382,25775.271,9,1,1,0
2340,6996817,0,28.888,976.076,72.327,25528.520,0,1,1,0
2341,6999807,0,28.890,976.062,72.279,25666.734,1,1,1,0
2342,7002797,0,28.895,976.062,72.266,25713.139,2,1,1,0
2343,7005787,0,28.895,976.073,72.322,25635.891,3,1,1,0
2344,7008777,0,28.903,976.079,72.406,25682.184,4,1,1,0
2345,7011767,0,28.895,976.092,72.446,25559.105,5,1,1,0
2346,7014757,0,28.890,976.074,72.362,25697.650,6,1,1,0
2347,7017747,0,28.890,976.078,72.307,25682.184,7,1,1,0
2348,7020737,0,28.893,976.067,72.238,25635.891,8,1,1,0
2349,7023727,0,28.898,976.084,72.260,25574.426,9,1,1,0
2350,7026717,0,28.895,976.071,72.336,25666.734,0,1,1,0
2351,7029707,0,28.913,976.081,72.380,25620.496,1,1,1,0
2352,7032697,0,28.906,976.081,72.503,25406.908,2,1,1,0
2353,7035687,0,28.898,976.078,72.544,25437.201,3,1,1,0
2354,7038677,0,28.903,976.091,72.545,25513.256,4,1,1,0
2355,7041667,0,28.893,976.083,72.480,25605.121,5,1,1,0
2356,7044657,0,28.890,976.106,72.376,25697.650,6,1,1,0
2357,7047647,0,28.890,976.096,72.272,25790.852,7,1,1,0
2358,7050637,0,28.893,976.081,72.148,25806.451,8,1,1,0
2359,7053627,0,28.880,976.059,72.049,25790.852,9,1,1,0
2360,7056617,0,28.885,976.067,71.947,25837.707,0,1,1,0
2361,7059607,0,28.890,976.079,71.906,25822.070,1,1,1,0
2362,7062597,0,28.908,976.093,71.978,25806.451,2,1,1,0
2363,7065587,0,28.895,976.071,72.080,25884.732,3,1,1,0
2364,7068577,0,28.898,976.102,72.122,25790.852,4,1,1,0
2365,7071567,0,28.895,976.085,72.100,25728.643,5,1,1,0
2366,7074557,0,28.895,976.092,72.114,25728.643,6,1,1,0
2367,7077547,0,28.921,976.105,72.229,25574.426,7,1,1,0
2368,7080537,0,28.916,976.099,72.394,25620.496,8,1,1,0
2369,7083527,0,28.906,976.077,72.531,25589.764,9,1,1,0
2370,7086517,0,28.906,976.086,72.538,25666.734,0,1,1,0
2371,7089507,0,28.906,976.081,72.580,25452.377,1,1,1,0
2372,7092497,0,28.903,976.084,72.607,25482.779,2,1,1,0
2373,7095487,0,28.903,976.075,72.614,25620.496,3,1,1,0
2374,7098477,0,28.888,976.076,72.487,25589.764,4,1,1,0
2375,7101467,0,28.901,976.080,72.364,25605.121,5,1,1,0
2376,7104457,0,28.893,976.076,72.370,25790.852,6,1,1,0
2377,7107447,0,28.895,976.062,72.363,25559.105,7,1,1,0
2378,7110437,0,28.898,976.051,72.384,25467.568,8,1,1,0
2379,7113427,0,28.898,976.078,72.405,25559.105,9,1,1,0
2380,7116417,0,28.895,976.094,72.446,25589.764,0,1,1,0
2381,7119407,0,28.901,976.082,72.447,25482.779,1,1,1,0
2382,7122397,0,28.895,976.087,72.467,25574.426,2,1,1,0
2383,7125387,0,28.908,976.095,72.545,25422.045,3,1,1,0
2384,7128377,0,28.901,976.078,72.606,25361.602,4,1,1,0
2385,7131367,0,28.903,976.089,72.648,25391.787,5,1,1,0
2386,7134357,0,28.890,976.081,72.639,25391.787,6,1,1,0
2387,7137347,0,28.898,976.076,72.620,25406.908,7,1,1,0
2388,7140337,0,28.906,976.079,72.677,25286.447,8,1,1,0
2389,7143327,0,28.906,976.064,72.836,25241.570,9,1,1,0
2390,7146317,0,28.913,976.085,72.983,25078.369,0,1,1,0
2391,7149307,0,28.911,976.084,73.142,24975.609,1,1,1,0
2392,7152297,0,28.913,976.099,73.240,24990.238,2,1,1,0
2393,7155287,0,28.901,976.096,73.300,24888.197,3,1,1,0
2394,7158277,0,28.883,976.074,73.214,25107.885,4,1,1,0
2395,7161267,0,28.901,976.073,73.154,24960.998,5,1,1,0
2396,7164257,0,28.903,976.071,73.217,24859.195,6,1,1,0
2397,7167247,0,28.893,976.087,73.306,24830.262,7,1,1,0
2398,7170237,0,28.883,976.063,73.318,24946.404,8,1,1,0
2399,7173227,0,28.903,976.093,73.259,24859.195,9,1,1,0
2400,7176217,0,28.885,976.086,73.235,24844.721,0,1,1,0
2401,7179207,0,28.880,976.093,73.186,24873.688,1,1,1,0
2402,7182197,0,28.878,976.087,73.116,25034.227,2,1,1,0
2403,7185187,0,28.888,976.092,73.076,25048.924,3,1,1,0
2404,7188177,0,28.898,976.139,73.140,24975.609,4,1,1,0
2405,7191167,0,28.895,976.117,73.285,24859.195,5,1,1,0
2406,7194157,0,28.893,976.121,73.375,24815.820,6,1,1,0
2407,7197147,0,28.888,976.128,73.388,24758.221,7,1,1,0
2408,7200137,0,28.878,976.104,73.400,24743.863,8,1,1,0
2409,7203127,0,28.880,976.115,73.345,24815.820,9,1,1,0
2410,7206117,0,28.888,976.115,73.381,24729.521,0,1,1,0
2411,7209107,0,28.883,976.101,73.436,24715.195,1,1,1,0
2412,7212097,0,28.875,976.118,73.421,24844.721,2,1,1,0
2413,7215087,0,28.868,976.105,73.343,24859.195,3,1,1,0
2414,7218077,0,28.875,976.123,73.240,24946.404,4,1,1,0
2415,7221067,0,28.865,976.087,73.169,24888.197,5,1,1,0
2416,7224057,0,28.863,976.065,73.120,24888.197,6,1,1,0
2417,7227047,0,28.875,976.086,73.143,24888.197,7,1,1,0
2418,7230037,0,28.863,976.076,73.189,24830.262,8,1,1,0
2419,7233027,0,28.848,976.086,73.069,24975.609,9,1,1,0
2420,7236017,0,28.830,976.079,72.781,25181.979,0,1,1,0
2421,7239007,0,28.820,976.062,72.350,25361.602,1,1,1,0
2422,7241997,0,28.825,976.077,71.950,25605.121,2,1,1,0
2423,7244987,0,28.840,976.067,71.683,25697.650,3,1,1,0
2424,7247977,0,28.838,976.076,71.724,25697.650,4,1,1,0
2425,7250967,0,28.840,976.071,71.746,25666.734,5,1,1,0
2426,7253957,0,28.838,976.051,71.759,25728.643,6,1,1,0
2427,7256947,0,28.840,976.056,71.746,25822.070,7,1,1,0
2428,7259937,0,28.845,976.046,71.795,25916.178,8,1,1,0
2429,7262927,0,28.855,976.052,71.859,25790.852,9,1,1,0
2430,7265917,0,28.850,976.084,71.982,25775.271,0,1,1,0
2431,7268907,0,28.853,976.072,72.017,25589.764,1,1,1,0
2432,7271897,0,28.865,976.062,72.123,25635.891,2,1,1,0
2433,7274887,0,28.870,976.073,72.310,25605.121,3,1,1,0
2434,7277877,0,28.873,976.051,72.498,25452.377,4,1,1,0
2435,7280867,0,28.868,976.049,72.670,25361.602,5,1,1,0
2436,7283857,0,28.875,976.066,72.803,25271.471,6,1,1,0
2437,7286847,0,28.868,976.035,72.996,25271.471,7,1,1,0
2438,7289837,0,28.883,976.054,73.172,25122.670,8,1,1,0
2439,7292827,0,28.893,976.058,73.382,24902.725,9,1,1,0
2440,7295817,0,28.880,976.045,73.582,24830.262,0,1,1,0
2441,7298807,0,28.878,976.045,73.686,24743.863,1,1,1,0
2442,7301797,0,28.880,976.072,73.756,24643.820,2,1,1,0
2443,7304787,0,28.880,976.064,73.818,24700.887,3,1,1,0
2444,7307777,0,28.860,976.063,73.836,24572.855,4,1,1,0
2445,7310767,0,28.855,976.074,73.793,24601.191,5,1,1,0
2446,7313757,0,28.838,976.058,73.623,24715.195,6,1,1,0
2447,7316747,0,28.830,976.075,73.364,24873.688,7,1,1,0
2448,7319737,0,28.818,976.082,73.022,25078.369,8,1,1,0
2449,7322727,0,28.828,976.061,72.711,25241.570,9,1,1,0
2450,7325717,0,28.830,976.084,72.636,25226.646,0,1,1,0
2451,7328707,0,28.823,976.064,72.627,25286.447,1,1,1,0
